Name,Positives,Negatives,latitude,longitude,x,y,id
Square Saint-Médard,"Square Saint-Médard offers a charming Parisian experience with a modest park adjacent to Eglise Saint Médard. Visitors enjoy relaxing on benches, people watching, and indulging in nearby pastries from renowned patisseries. The square features a beautiful fountain, a children's play area, and easy access to local markets and a bookstore. The area boasts vibrant cafes, restaurants, and bars, making it ideal for enjoying French wine and cuisine. Its lively, authentic atmosphere and proximity to historic streets and events, like Sunday morning dances, make it a delightful destination.",,48.8395271,2.3500023,652292.1476846022,6860138.242092869,705
Square René Le Gall,"Square René Le Gall offers a lush, well-maintained retreat featuring diverse play areas for children, a serene rose garden, and a fitness corner. Perfect for family-friendly outings, the park provides ample space for walks, picnics, and relaxation. Unique attractions include ping-pong tables, a historic chestnut tree, and a kiosk with refreshments. This neighborhood gem combines a quaint '30s charm with modern facilities, offering a peaceful escape amidst blooming nature and scattered benches, ideal for both leisure and exercise.","Some visitors noted the park's swings require payment, and there were mentions of rats in wooded areas. Accessibility is limited by multi-level design, and park's aesthetic may not compare to more famous Parisian parks.",48.8322869,2.349542,652251.7321821265,6859333.488421934,706
Lac Daumesnil,"Lac Daumesnil, in the Bois de Vincennes, is celebrated for its magical, natural ambiance, offering activities like walking, running, cycling, and boating on the picturesque lake. The area is perfect for picnics, with lush greenery, wildlife such as geese, and family-friendly facilities, including a playground. It's accessible via the Porte Dorée metro and is very close to Paris, providing a serene escape with a scenic landscape, ideal for leisure and adventure.","Some visitors note the park can be overcrowded, especially on weekends, and there are few trash bins and bathrooms. Occasional sightings of rats and geese droppings are also mentioned. Traffic noise can disturb the peaceful atmosphere, and some find it less well-maintained compared to its potential.",48.8324916,2.4123943,656865.6200363169,6859320.078603412,707
Collège des Bernardins,"The Collège des Bernardins, a restored 13th-century Cistercian college, features stunning Gothic architecture and offers a serene, intellectual atmosphere. Visitors can enjoy guided tours, exhibitions, and cultural events in this historic building on Paris's Left Bank. The site hosts theological and social science activities, along with a café, bookstore, and occasional free exhibitions like the Notre Dame virtual tour. The calming garden, large nave, and excellent acoustics enhance the experience, making it a hidden gem for those seeking quiet reflection away from tourist crowds.","Some visitors noted issues with accessibility for people with disabilities, limited open hours, inconsistent availability of tours, and perceived exclusivity. The café received mixed reviews, with some describing it as average and overpriced. A few reviewers felt the site was insular or unwelcoming, and one expressed dissatisfaction with the absence of exhibitions. There was feedback about the inconvenience of attending on days when areas were closed for private events or conferences.",48.8487734,2.3519587,652444.1759879707,6861165.158175236,708
Au Réveil Samaritain,"Au Réveil Samaritain is praised for its friendly and attentive staff, with many visitors appreciating their assistance and hospitality. The location serves a variety of delicious dishes, such as escargot, omelets, and fresh ingredients meals, alongside generous portions and good cocktails. It's also seen as a cozy and welcoming spot for tourists, with many commenting on its convenient proximity to local accommodations.","Several complaints highlight discomfort with service quality, including slow service, rude staff, and errors in communication and billing. Food quality is inconsistent with reports of cold dishes, chewy meat, and specific criticisms of the French onion soup, foie gras, and overpriced items.",48.831485,2.340923,651618.3063266454,6859249.572624601,709
Square Charles Peguy,"Square Charles Péguy is a charming terraced garden and park at the southern end of the Paris highline. It offers a variety of activities, including children's play areas, exercise equipment, ping-pong tables, and shared gardens. The park is beautifully landscaped with a mix of shaded and sunny areas, vibrant flowers, and a soothing atmosphere perfect for picnics or relaxation. Visitor praise highlights its well-maintained gardens and eco-friendly practices. It provides a vibrant urban escape with lush greenery and magnificent seasonal vegetation, ideal for families and nature lovers.","Some visitors noted concerns about the park's limited opening hours, particularly in October, and issues with public toilet availability. There were reports of insufficient supervision in children's play areas and a closed playground structure. A few reviewers mentioned the park could feel crowded at times. Furthermore, some areas were described as not very secure, and instances of smoking were noted, which might be bothersome to some visitors.",48.8394263,2.4062594,656421.0817708804,6860094.515355805,710
Fontaine des Mers,"The Fontaine des Mers dazzles with its intricate design and maritime-themed sculptures, located at the historic Place de la Concorde. Visitors enjoy the soothing sound of cascading water and picturesque views, including the Eiffel Tower and the Obelisk of Luxor. The area offers ample space for relaxation and photography, especially at sunset. Nearby attractions like the Tuileries Garden add to the appeal, making it a must-visit destination in central Paris.","Some visitors experienced challenges with crowding, traffic noise, and non-operational fountains during winter. Crossing busy roads to access the fountain may also be difficult at times.",48.86496289999999,2.3207592,650170.1741112517,6862984.526161871,711
Paris Arsenal Port,"Paris Arsenal Port offers breathtaking views, especially during sunsets, and a lovely esplanade connected to the Seine. Visitors enjoy scenic walks alongside the canal and beautiful boat views. The location is praised for its peaceful atmosphere, rose gardens, and historic significance. The port's central location, friendly staff, and well-maintained infrastructure make it an ideal spot for both relaxation and exploration on foot or by boat.",Some visitors mention security concerns near a big wall and occasional noise from passing sirens. WiFi connectivity could be improved. These are minor issues in contrast to the port's appeal.,48.84947202073943,2.367058521756285,653552.8590654465,6861233.850248483,712
Chapelle expiatoire,"Chapelle expiatoire offers a peaceful, solemn atmosphere amid Paris's bustling streets, ideal for contemplation and learning about the French Revolution period. Highlights include its historic significance, beautiful architecture, and a serene surrounding park perfect for relaxation. Key features are the engraved last letters of Marie Antoinette, the supposed tombs of Louis XVI and Marie Antoinette, and the calming oasis feel. The staff's politeness and free entry for those under 26 enhance the experience. It's a hidden gem for history enthusiasts and offers a tranquil escape with its lovely architecture and gardens.","Some visitors find the chapelle small, with limited exhibits, questioning the entry fee value. Signage and text are predominantly in French, potentially complicating comprehension for non-French speakers. Despite its significance, it's often considered more for locals or history buffs than general tourists. Some found the architecture and gardens underwhelming or not maintained as expected. A few visitors noted a lack of restroom facilities and felt the experience was not substantial enough for the price, especially if the surrounding gardens were in poor condition during their visit.",48.87373789999999,2.3233257,650366.8122898607,6863958.621260167,713
Magic Dream,"Magic Dream, nestled near the Eiffel Tower in Paris, is a renowned magic shop with a vast selection of cards, magic tricks, and equipment catering to all levels. Visitors praise the friendly, knowledgeable, and passionate staff who provide engaging demonstrations and personalized advice. The shop's cozy atmosphere makes it a gathering hub for magic enthusiasts, offering a vibrant and supportive community that even hosts a popular convention in March.","Some visitors report high prices, long waiting times, and stock discrepancies between in-store and online listings. There are also complaints about product quality and service responsiveness post-purchase.",48.8519914,2.293286,648141.8547490924,6861559.90313532,714
Danish House,"Danish House in Paris is a charming cultural space on the Champs-Élysées, known for its modern Danish design and decor. It offers a mix of activities including exhibitions, corporate events, and dining at Flora Danica, famous for its seafood and brunch buffet. Guests enjoy its elegant interior and convenient location near the Arc de Triomphe. The establishment serves excellent food, especially salmon and herring, and provides an informative experience about Danish culture with a comfortable ambiance.","Visitors noted issues such as inconsistent service quality, rushed staff, and poor organization regarding exhibition timings. Some found the environment too loud and the location too close to traffic. Certain menu items were deemed expensive and not proportionate in value, with perceived disparities in drink servings for locals versus foreigners. Requests for reviews by the staff were seen as unnecessary.",48.8730481,2.2988689,648572.3027914594,6863897.571331845,715
Square Maurice Kriegel-Valrimont,"Square Maurice Kriegel-Valrimont is a tranquil, family-friendly park in Paris's 18th arrondissement. It's an ideal spot for relaxation, offering shaded areas, benches, and a rotunda for shelter. The park is surrounded by elegant Haussmanian buildings. It features two playgrounds for children, a kiosk, and amenities like ping pong tables. The lush greenery, including numerous trees and bushes, provides a peaceful retreat. It's easily accessible from Jules Joffrin station, perfect for picnics, people-watching, and enjoying local culture.","Visitors noted the sandy conditions, which could cause discomfort for those with allergies. Some felt the park was too small and lacked diverse play equipment. Occasionally, the toilets were found locked, affecting convenience. The park closes early at 19:30.",48.8929859,2.3465551,652088.3311361206,6866084.530817828,716
Fontaine des Quatre-Parties-du-Monde,"The fountain, located in Jardin Marco Polo, is renowned for its artistic beauty and historical significance. It features exquisite sculptures by Jean-Baptiste Carpeaux, with four female figures representing different parts of the world holding a bronze sphere. The fountain is surrounded by lively horses, dolphins, and turtles in a beautifully designed basin. Visitors enjoy the serene atmosphere and the lush surroundings, connecting to the Jardin du Luxembourg. It's a serene, iconic landmark in Paris, offering relaxation and a picturesque backdrop for visitors and photographers alike.","Some visitors noted that the fountain was not operational and appeared dirty at times. Such maintenance issues can detract from the overall experience. Additionally, given its location in a busy park, the area may get crowded, which might affect those seeking solitude or quiet contemplation.",48.8410899,2.3368246,651326.4265739609,6860320.051447791,717
Pont de Bir Hakeim,"Pont de Bir Hakeim offers stunning and unobstructed views of the Eiffel Tower, the Seine River, and the surrounding Parisian landscape, making it a top spot for photography and film shoots, including the movie 'Inception.' The bridge's unique double-decker design features elegant ironwork and provides areas for pedestrians and cyclists. The atmosphere is calm, romantic, and ideally visited at sunrise or sunset. It’s close to other attractions like Champs de Mars and offers easy access to taxis and river cruises.",,48.8555812,2.287589,647727.4257366279,6861962.810290363,718
Auteuil,"Auteuil is celebrated for its superb steeplechase horse races, offering a unique, family-friendly atmosphere. The racecourse is easily accessible, located just a short walk from the Metro. Visitors praise the beautiful landscape, challenging jumps, and excellent views, including the Eiffel Tower. The venue also hosts various activities and events, such as the 'Hippodrome en Famille,' with plenty of free activities. Refreshment stands offer a variety of foods and beverages, enhancing the overall experience.","Some visitors express dissatisfaction with limited catering facilities, overcrowded food stands, and high prices for food items. The top floors of some stands were closed during key events, requiring additional expenses for access. Occasionally, the site felt too quiet.",48.8490552,2.2663003,646158.6865757864,6861251.489277122,719
Parc Marcel Bleustein Blanchet dit Parc de la Turlure,"This hidden gem in Montmartre offers a peaceful escape with stunning views of the Sacré-Cœur. Visitors appreciate its serene atmosphere, perfect for reading, picnics, photography, and relaxation. The park features beautiful seasonal flowers, shaded areas, benches, a playground for children, and a public toilet. Its location behind the basilica attracts fewer tourists, making it ideal for enjoying quiet moments in Montmartre.","Some visitors note the presence of individuals attempting to sell items, and occasional disturbance from children in the playground. A few mention bees in the shaded areas, which could be bothersome for some.",48.8878038,2.3437338,651876.6843187796,6865510.024959158,720
Institut Suédois,"The Institut Suédois is a charming oasis in the Marais, featuring inspiring art exhibitions and a delightful cafe offering Swedish pastries and drinks. Visitors praise its serene garden and beautiful courtyard. With engaging displays on Swedish culture, design, and sustainability, the venue provides a peaceful retreat from the bustling city. The friendly, multilingual staff enhance the welcoming atmosphere. Regular events and unique exhibits, such as photo displays on Swedish woodwork, make it a must-visit destination.","Some visitors reported experiencing issues such as the temporary closure of the cafe for renovations, racial profiling by security, and lack of restroom access for guests.",48.8581853,2.3621417,653199.8822269326,6862205.592823182,721
Parking Saemes Quai Branly - Tour Eiffel,"The parking is conveniently located near the Eiffel Tower, offering a modern, clean, and secure facility. It features well-marked spaces, easy navigation, and cashless payment options. The high level of security, with surveillance and gated access, provides peace of mind. The parking also accommodates larger vehicles and offers reasonable rates for its central location.","Narrow passages can be challenging for larger cars, and language barriers may create communication issues. Toilets are often reported as dirty, and the parking can fill up quickly during peak season. There are occasional technical issues with payment machines and entry barriers.",48.8618031,2.2988692,648561.22227375,6862647.220284413,722
Studio de l'Ermitage,"Studio de l'Ermitage offers an intimate and lively atmosphere, showcasing diverse music genres like jazz, world, and Latin. The venue features excellent acoustics, a large stage, and vibrant lights, with seating on two levels. It's known for hosting talented musicians, including international and lesser-known acts, creating a warm and festive environment. Guests can enjoy a variety of drinks at the bar while enjoying close proximity to the artists, making every performance a memorable experience.","Some visitors noted that the venue could become crowded and overpriced, especially the drinks, which can cost up to 9€ a pint. Additionally, attendees should arrive early to secure good seating.",48.87,2.3916667,655376.2297028168,6863502.20431341,723
Truillot Garden,"Truillot Garden, located in the 11th arrondissement of Paris, is a serene green space featuring beautiful landscapes with a clear view of Saint-Ambroise Church. It has a large lawn, charming gardens, playgrounds for children, and cultural event spaces. Unique features include free sparkling water dispensers, public toilets, and educational gardens. The park's thoughtful design, combining spaces for relaxation and recreation, makes it a favorite for families and locals looking to enjoy a peaceful and cultural experience in a vibrant neighborhood.","Common complaints include issues with trash, particularly cigarette butts, in the children's area, which is seen as a hazard and detracts from the park's cleanliness. Additionally, the park sometimes struggles with crowd management. Some visitors have also noted dissatisfaction with the availability of sports facilities, wishing for more inclusive recreational spaces beyond the gardens.",48.8604856,2.3738931,654064.1006975279,6862454.466543984,724
Palais Bourbon,"Palais Bourbon, an elegant neoclassical building on the Seine, houses the French National Assembly. Visitors praise its historical significance, stunning architecture, and beautiful interior, including a remarkable library. Guided tours offer insights into French politics, with opportunities to explore areas like l'hémicycle. The building's proximity to iconic Parisian landmarks, along with its picturesque river views, enhances the visitor experience. It's especially lovely when illuminated at night and during special events like European Heritage Days.","Visitors mentioned the need for English-speaking guides and noted the strict security measures, which some found cumbersome. Long waiting times were also highlighted during popular visiting days.",48.8538225,2.3123883,649545.30434359,6861751.1281468095,725
Passerelle Simone-de-Beauvoir,"The Passerelle Simone-de-Beauvoir offers breathtaking views of the Seine River and Paris city, especially during sunsets. It's an architecturally elegant, modern bridge that provides a picturesque and romantic spot away from tourist crowds. The pathway connects Parc de Bercy to the Bibliothèque Nationale de France. Its unique design, fresh air, and beautiful lighting at night make it ideal for leisurely walks, photography, and even dancing events.","Some visitors mentioned the lack of a flat pathway, which might affect practicality. However, accessibility for wheelchairs is noted, and overall, negatives are minimal.",48.8353519,2.3782821,654364.0997388315,6859657.288527309,726
Cathedrale Saint Alexandre Nevsky,"The Cathedrale Saint Alexandre Nevsky is a stunning Russian Orthodox church located in the 8th arrondissement of Paris. Consecrated in 1861, it features breathtaking architecture and an interior illuminated by candlelight, adorned with icons and old paintings. Known for its beautiful choir and peaceful atmosphere, it offers visitors a spiritual and emotional experience. The cathedral is rich in history, having been a site where Picasso married, and it serves as a cultural gem amidst the quiet neighborhood near Parc Monceau.","Visitors noted issues such as limited opening hours and restrictions on photography, which some found disappointing. An incident during a service where non-French speakers felt unwelcome was also highlighted as a negative experience.",48.87764019999999,2.3019207,648800.6595227727,6864406.19535739,727
Pont de Grenelle,"Pont de Grenelle offers stunning views of the Eiffel Tower and a replica of the Statue of Liberty, nestled on the Île aux Cygnes. It's a serene spot for walking, jogging, and enjoying outdoor exercises with an outdoor gym available. Visitors appreciate the unique blend of iconic landmarks and peaceful river surroundings, ideal for a romantic or leisurely stroll. The bridge is accessible by metro, offering different perspectives of the Eiffel Tower, making it a valued photographic location and a memorable Parisian experience.","Some visitors noted graffiti on the base of the Statue of Liberty. Occasionally, reconstructions limit close access to the statue, allowing only distant views.",48.8502006,2.2802374,647182.5694421674,6861369.433067643,728
Passage Verdeau,"Passage Verdeau, an elegant 19th-century arcade in Paris, enchants visitors with its vintage charm and neoclassical design. Known for its high glass ceilings, it offers a variety of shops, including antiques, old books, art, and boutique stores, surrounded by a Belle Époque atmosphere. It’s a delightful spot for strolling, shopping, and enjoying quaint cafes and restaurants. During the festive season, it becomes even more magical with decorations. A continuation of Passages des Panoramas and Jouffroy, it's a hidden gem for those seeking a quintessential Parisian experience.","Some visitors note that certain areas appear neglected or have diminishing beauty, and a few shops remain closed on Sundays. It may feel cramped at times, and some areas are difficult to find. Occasionally, dining experiences, like the ramen shop, are described as lacking in flavor.",48.8734638,2.3423251,651760.1072446401,6863916.368556438,729
Jardin des Archives Nationales,"The Jardin des Archives Nationales is a serene oasis in the bustling Marais district of Paris. Visitors enjoy its calm and picturesque atmosphere with beautifully landscaped gardens and historical architecture. Free entry and a variety of exhibitions add value to the experience, while numerous benches make it a perfect spot to relax. It offers a mix of history and nature, showcasing artistic sculptures and historical elements in a peaceful setting. The garden is ideal for leisurely strolls and moments of reflection, absent of large crowds.","Some visitors note the gardens are not well-maintained and express disappointment with their condition. The museum appears small, and at times rooms or exhibits may be closed. The staff can be unfriendly, and language barriers might pose challenges. Seating can be limited during busy times, and some areas have restricted access. Bringing your own beverages is suggested due to pricey drink options inside.",48.8599697,2.3572959,652845.9652199699,6862406.886033285,730
Canal de l'Ourcq,"The Canal de l'Ourcq is a picturesque and relaxing destination ideal for cycling, walking, or relaxing by the water. Visitors appreciate the serene atmosphere, diverse activities, and vibrant street art. Highlights include rental boats, shuttles connecting suburbs to Paris, and cycling paths. It's an ideal spot for both leisurely strolls and active pursuits amid greenery and water wildlife, including ducks and swans.","Some visitors experience littering issues, with trash sometimes left on the ground. Fishing conditions can be problematic due to plant waste in the canal, and unleashed dogs occasionally disrupt the tranquil environment. The path can also be busy or poorly maintained in certain areas.",48.8883463,2.3794275,654494.4847527274,6865549.186307335,731
Point Zero of the France Roads,"Point Zero is located in front of the iconic Notre Dame Cathedral, offering a historic and picturesque setting. Visitors enjoy the notion that it is the starting point of all French roads. It is often seen as a symbol of Paris, with traditions like standing and spinning for good luck. The area offers beautiful views and a rich historical atmosphere, with nearby activities and sights enhancing the visit.","Currently, Point Zero is cordoned off due to ongoing restoration work at Notre Dame, disappointing many visitors. Barricades obstruct direct access and visibility, leading to challenges in locating the marker. The area can be crowded and is undergoing long-term renovations, affecting the typical visitor experience.",48.8534095,2.348792,652216.0477014047,6861682.561124115,732
Pont Mirabeau,"Pont Mirabeau offers stunning views of iconic landmarks like the Eiffel Tower and the mini Statue of Liberty. The bridge is a picturesque spot, ideal for photography and romantic strolls, enhanced by its historical significance and architectural beauty. Visitors can appreciate its ornate statues, and it serves as a peaceful oasis for enjoying the scenic river Seine and Parisian skyline. The bridge's cultural tie to Guillaume Apollinaire's poetry adds a unique layer of allure.","Visitors have noted issues with street vendors that can be a nuisance, and concerns about litter, particularly from dog waste. Some have remarked on the proximity of a cement factory affecting the view. Enhanced lighting at night is a suggested improvement.",48.8466346,2.2756573,646842.8458278235,6860976.004593208,733
Institut de France,"The Institut de France is an architectural marvel, distinguished by its impressive dome, facade, and historical significance. Inside, it houses France's oldest public library, the Bibliothèque Mazarine, which is free to visit and ideal for study or admiration of its vast collection. The institute offers modern amenities and scenic views from nearby bridges. It's a hub for cultural and scientific gatherings, drawing admirers of history, architecture, and learning.","Some visitors noted limited public access, especially to exclusive collections like Da Vinci's sketches, and a lack of amenities such as modern bathroom facilities. Entrance often requires registration or academic credentials.",48.8572862,2.3371276,651363.7829308972,6862120.737058522,734
Canal Saint-Martin,"Canal Saint-Martin is a picturesque and peaceful retreat in Paris, known for its scenic landscapes, leafy trees, and charming bridges. It's a popular spot for leisurely walks, boat rides, and picnics, offering a unique artistic and local vibe. The area is dotted with vibrant cafés and restaurants, making it ideal for relaxing and enjoying Parisian culture. The atmosphere is tranquil yet lively, with a thriving community feel and beautiful surroundings, especially in warm months. Unique features include the locks, reminiscent of old Parisian charm, and excellent for strolls or canal cruises.","Some visitors noted maintenance issues, such as bridges in need of repair and area cleanliness. There are concerns about safety, with suggestions to stay alert for pickpockets. The area can be less picturesque in colder months, and there are homeless encampments. While charming, some visitors felt there was limited activity beyond walking and dining. The surroundings might need improvement to enhance the overall experience.",48.8651816301218,2.367339324250129,653587.4605116379,6862980.460421574,735
Paroisse Notre-Dame de Lorette,"Notre-Dame de Lorette is a beautiful and tranquil neoclassical church with incredible architecture, including fine stonemasonry, carpentry, and lovely frescos. The interior features detailed woodcarvings, paintings, and statues of saints. It offers a peaceful atmosphere and hosts parish activities, masses, and concerts. The historical building sits on pilings and has a unique setting above the Metro. It's unexpectedly beautiful despite being less known to tourists, and is linked to Claude Monet's baptism.","Some areas need restoration, with one chapel darkened from smoke and renovations underway. Visitors reported solicitation for money inside the church. Timing may affect access as the church can be closed.",48.8762321,2.3389057,651511.8801883666,6864226.278415543,736
Cité de l’architecture et du patrimoine,"The museum offers captivating exhibits of French architecture, featuring large-scale models and casts of iconic cathedrals like Notre Dame. Located at Trocadéro, it provides breathtaking views of the Eiffel Tower. The environment is relaxed, with friendly staff and little crowding. Visitors can explore diverse architectural history with guided tours for enhanced insights. The site also houses a library, restaurant, and bookstore for an enriching experience.","Exhibits predominantly focus on cathedral architecture, often lacking in English translations. Some areas are not air-conditioned, and signage can be confusing. There are reports of unhelpful security staff and challenges accessing temporary exhibits.",48.8627013,2.2886617,647813.2642659845,6862753.790009424,737
Square de la Roquette,"Square de la Roquette is a charming urban oasis in the Marais district, offering tranquility amidst the city bustle. The park boasts lush green areas, vibrant flower gardens, and quaint paths for leisurely walks. It's family-friendly with extensive playgrounds, basketball and football courts, and a dog-friendly area. Visitors appreciate its safe, well-lit ambiance, ideal for picnics or unwinding on numerous benches. It combines nature with artistic touches like fountains and local art, offering a serene escape for both kids and adults.","Some visitors reported crowding, particularly with children and elderly, which might affect tranquility. A few reviews noted the closure of certain park areas and a lack of available sports equipment like basketballs. Toilets were also a concern for visitors expecting more convenient facilities. There is also mention of too many walls which detract from the natural freedom, and some parts of the park had restricted access to grassed areas.",48.8594985,2.3844437,654837.3004117042,6862338.62291593,738
Parc Sainte-Périne,"Parc Sainte-Périne is a beautifully maintained park featuring a variety of play areas for different age groups, including gated zones for toddlers and amenities for pets. It offers extensive grassy areas perfect for picnicking, sunbathing, and playing sports. The park also includes a small amphitheater and a paved bike circuit. Park-goers appreciate its clean, family-friendly atmosphere, flower beds, and scenic nature zones. Accessible from Mirabeau and Versailles, it's a peaceful escape within the city, offering numerous benches and water fountains (seasonal availability).","The park can become crowded, particularly on weekends and during building renovations nearby, leading to noise. Dog areas are separate, but some visitors note that parts of the park require better maintenance, such as functional restrooms. Limited access for joggers due to small, swinging gates is also a downside. The park may experience more noise during renovations in surrounding areas.",48.8444425,2.269126,646361.2925039096,6860736.683530678,739
Jardin Catherine-Labouré,"Jardin Catherine-Labouré offers a serene escape in Paris's 7th arrondissement. Visitors appreciate its lush greenery, well-maintained gardens, and charming features like fruit trees, vegetable plots, and a grapevine trellis. The park is family-friendly, with play areas for children, picnic spots, and shaded benches. It provides essential amenities like clean toilets and drinkable water. This hidden oasis is perfect for relaxation, enjoying nature, or a peaceful picnic. Its seclusion and tidy atmosphere make it an ideal spot for unwinding amidst the city hustle.",The park will be closed until October 2024 for renovations. Some visitors noted a lack of toilet paper in the public restrooms.,48.8510552,2.3209919,650173.9466947606,6861437.967659114,740
Square Sarah Bernhardt,"Square Sarah Bernhardt is a charming Parisian park with a range of play areas for children, manicured gardens, and sports facilities. It is ideal for families and offers benches in both sun and shade. The landscape features nearly 200 trees with over 50 species, creating a picturesque setting. Play areas are well-organized for various age groups, making it a vibrant community spot. The park is very family-friendly, with activities suitable for all ages.",Visitors mention crowding at peak times and limited shade during summer afternoons. Some equipment safety concerns and a lack of swings are also noted.,48.8493447,2.4040196,656265.013707244,6861198.586925081,741
Tomb of Dalida,"The Tomb of Dalida is located in the serene Montmartre Cemetery, known for its quiet paths and iconic memorials. The grave is beautifully maintained, adorned with fresh flowers, and surrounded by a manicured evergreen hedge. The cemetery itself offers peaceful walking opportunities and houses tombs of other notable figures like Berlioz and Truffaut. Visitors appreciate the beautiful setting, historical significance, and touching tributes to Dalida, a beloved French icon with a compelling legacy.","Some visitors noted difficulty finding the entrance and expressed concerns about the extravagance of Dalida's tomb. The outside area of the cemetery was mentioned as being somewhat dirty, with limited seating available for visitors to rest.",48.8862526,2.3324325,651046.5331006249,6865344.487494327,742
Passerelle Léopold-Sédar-Senghor,"The bridge connects the Tuileries Gardens and Musée d’Orsay, offering picturesque views of the Seine and iconic Parisian landmarks. Known for its modern design with steel and wood, it provides a serene walking experience and seating areas for relaxation. The footbridge is famous for love locks and is popular among tourists for its scenic sunset views. It embodies cultural connections, celebrated by its name after Senegalese poet Léopold Sédar Senghor.","Some visitors feel it lacks architectural distinction compared to older Parisian bridges. Issues with vendors and scams are mentioned, and the removal of love locks by locals is noted.",48.8618935,2.324697,650456.1293685386,6862640.756793562,743
agronomie tropicale - René Dumont Garden,"The garden offers a calm, tranquil atmosphere, reminiscent of its colonial past. It features historic sculptures, Asian architecture, and memorials, providing a poetic and somewhat exotic escape. The space is highly natural with dirt paths, making it a great spot for walks, picnics, and birdwatching. Despite some areas being off-limits, it gives visitors an 'explorer' feel. It hosts a reputable restaurant, La Belle Gabrielle, with affordable exotic cuisine.","Visitors noted poor maintenance, with decaying buildings and overgrown vegetation. The lack of information about its dark colonial history is criticized. Facilities are sparse, with no restrooms, and limited accessibility for people with reduced mobility.",48.8346712,2.4683835,660977.1863199156,6859533.300951294,744
Jardin Atlantique,"Jardin Atlantique is a serene green escape atop the Montparnasse Station, blending brutalist architecture with lush landscaping. It offers tennis courts, basketball areas, and a children's section. Amidst rhododendrons and tulips, visitors relish the unexpected calm, bird songs, and the sound of trains below. Ideal for sunbathing, picnic, or relaxation, this hidden gem also hosts the Musée de la Libération de Paris, enriching the experience further.","Visitors noted maintenance issues, with outdated playground equipment and cleanliness concerns, including the presence of rats. The park's secluded corners occasionally serve as impromptu toilets, and it's challenging to access with strollers.",48.8398009,2.3188544,650006.3046797981,6860187.955646073,745
Carré Rive Gauche,"Carré Rive Gauche is a vibrant and historic part of Paris, ideal for art lovers with its numerous art galleries. The area offers a delightful blend of French and Japanese cuisine, cozy cafes like Cafe Voltaire with sensational views, and intriguing eateries with reasonably priced meals. It's a romantic area with a welcoming atmosphere, perfect for enjoying fine dining and incredible wine pairings.","Common complaints include unfriendly staff and slow service, although the food quality is often praised. Some diners reported dishes not being cooked to their preference and found certain prices to be high.",48.8565054,2.331759,650969.1530985695,6862037.239208655,746
Maison de Balzac,"Maison de Balzac, set in a serene Parisian neighborhood, offers a charming blend of literary history and tranquility. Visitors rave about its picturesque garden with a spectacular view of the Eiffel Tower, providing a calm retreat with lovely spots for relaxation. The museum itself, featuring Balzac's artifacts, offers free admission, although some exhibits may have a fee. The cafe is a delightful addition with delicious pastries and coffee, enhancing the experience of both history enthusiasts and casual visitors.","Some visitors were disappointed by the scarcity of English translations for exhibits and the outdated audio guide app. Occasional inconsistencies in service at the cafe were noted, particularly concerning the speed and quality of the coffee. Additionally, misinformation about museum admission fees was a minor inconvenience for some.",48.8554541,2.2809102,647237.2590326782,6861953.120044743,747
Auberge Nicolas Flamel,"Auberge Nicolas Flamel offers a historic dining experience in the oldest house in Paris, once owned by the legendary alchemist. Guests praise the inventive and expertly crafted Michelin-starred dishes, delightful presentation, and attentive, knowledgeable service, including spectacular wine pairings. The ambiance is sophisticated yet welcoming, with stories about the building's unique history enhancing the atmosphere. Guests love the creative flavors and culinary journey offered, with some dishes becoming unforgettable highlights.","Some guests note issues with air circulation and temperature control, particularly on the second floor. There are occasional service lapses, such as unclear drink pricing and serving errors. High tea prices and inconsistent temperature have also been mentioned. Adjustments to improve comfort, clarity, and service precision could enhance the dining experience.",48.8635423,2.3531534,652545.2985049364,6862806.611605869,748
Pont d'Iéna,"The Pont d'Iéna offers stunning views of the Eiffel Tower, making it a prime spot for photography both day and night. This iconic bridge, adorned with Roman-style statues, spans the Seine River, linking the Eiffel Tower with the Trocadéro. It's a historic and picturesque location, perfect for capturing the essence of Paris, especially during the vibrant spring season. Nearby attractions, easy metro access, and opportunities for a relaxing stroll or boat ride enhance the experience.","Visitors report the bridge is often crowded, leading to bustling atmospheres that are prone to pickpocketing. Souvenir sellers can be annoying, sometimes charging high fees for photographs. The bridge's popularity may detract from the serenity one might seek.",48.859868,2.2920043,648055.6599402569,6862436.548558272,749
Le Passe-Muraille,"Le Passe-Muraille is an iconic sculpture in Montmartre, blending fantasy and reality as it represents a man halfway through a wall. Created by Jean Marais in 1989, it honors Marcel Aymé's story of a man with the power to walk through walls but gets permanently trapped. Visitors admire its craftsmanship and interactive nature, often posing with the polished outstretched hand for good luck. Set in the artistic Montmartre, it's a beloved, whimsical attraction, perfect for literature enthusiasts and those exploring the charming streets to iconic landmarks like Sacré-Cœur.",,48.8875533,2.3380417,651459.0647885073,6865485.654871426,750
Paroisse Saint-Paul Saint-Louis,"Paroisse Saint-Paul Saint-Louis impresses with its Baroque architecture, serene atmosphere, and historical significance. Notable features include stained glass windows, a Delacroix painting, and an awe-inspiring dome. It's a tranquil escape amidst the bustling Marais district, offering moments of reflection. Historically, it's linked to figures like Cardinal Richelieu and Victor Hugo's Les Misérables. Its unique blend of French and Italian Baroque styles captivates visitors, making it a must-visit for architecture and history enthusiasts.",,48.8544675,2.3614508,653145.8484772232,6861792.615330625,751
